model,manufacturer,prodYear,price,engineVolume,mileage
Elantra,HYUNDAI,2010,13739,1.6,110000 km
X5,BMW,2012,8154,3,103458 km
CT 200h,LEXUS,2012,1019,1.8,192683 km
E 350,MERCEDES-BENZ,2014,32302,5.5,101424 km
Sonata SPORT,HYUNDAI,2015,24462,2.4,70296 km
Prius,TOYOTA,2011,17876,1.8,129000 km
Tucson,HYUNDAI,2010,15053,2,53232 km
X5,BMW,2003,16000,3.0 Turbo,1000 km
E 350,MERCEDES-BENZ,2009,3450,3.5,109139 km
ML 350,MERCEDES-BENZ,2011,2666,3,0 km
Accent,HYUNDAI,2014,15035,1.6,181232 km
Berlingo,CITROEN,2002,7840,1.9 Turbo,190000 km
S70,VOLVO,2000,470,2.4,306786 km
Aqua,TOYOTA,2014,31211,1.5,20000 km
Volt,CHEVROLET,2012,4547,1.4,162190 km
Fusion HIBRID,FORD,2010,17876,2.5,156000 km
Step Wagon,HONDA,2011,22580,2,96000 km
Spark,CHEVROLET,2017,12858,1,28227 km
Elantra,HYUNDAI,2007,8097,1.6,184297 km
Land Cruiser,TOYOTA,2015,103491,4.6 Turbo,93000 km
X5,BMW,2011,157,4.4,139363 km
S 550 LONG,MERCEDES-BENZ,2008,300,5.5,122000 km
GX 460,LEXUS,2015,314,4.6,102907 km
ML 280,MERCEDES-BENZ,2008,27598,3,218000 km
RX 450,LEXUS,2011,188,3.5,101816 km
Tundra,TOYOTA,2016,941,4.6,254805 km
GX 470 SUV 4D (4.7L V8 S,LEXUS,2008,52687,4.7,329600 km
Eunos 500,MAZDA,2012,784,2.5,174552 km
E 350,MERCEDES-BENZ,2011,16621,3.5,119379 km
Passat,VOLKSWAGEN,2014,18817,2.0 Turbo,211512 km
Genesis,HYUNDAI,2010,16753,2,191263 km
Jetta,VOLKSWAGEN,2014,9565,2,168637 km
C 180,MERCEDES-BENZ,1995,6272,2,58008888 km
Sonata,HYUNDAI,2012,706,2.4,0 km
Vitz RS,TOYOTA,2001,12541,1.5,150000 km
Passat,VOLKSWAGEN,2013,18503,1.8 Turbo,86000 km
Sonata,HYUNDAI,2013,11259,2,38853 km
Aqua S,TOYOTA,2013,14113,1.5,149000 km
328,BMW,2016,46101,2.0 Turbo,23000 km
Aqua,TOYOTA,2013,10976,1.5,80000 km
E 300,MERCEDES-BENZ,2017,314,2,26802 km
Tucson,HYUNDAI,2011,16151,2,53463 km
Prius,TOYOTA,2011,392,1.8,146184 km
Camry Hybrid,TOYOTA,2018,72130,2.5,27000 km
Sprinter 316,MERCEDES-BENZ,2005,19444,2.7 Turbo,25600 km
Cruze,CHEVROLET,2018,941,1.4,39466 km
Aqua,TOYOTA,2012,50,1.5,150000 km
525 TDI,BMW,1994,8781,2.5 Turbo,111111 km
Juke,NISSAN,2012,3763,1.6,173576 km
Colt,MITSUBISHI,2005,8467,1.3,88000 km
RX 350,LEXUS,2011,549,3.5,181189 km
Zafira,OPEL,2001,9252,2.0 Turbo,300000 km
Santa FE,HYUNDAI,2015,48403,2,85139 km
330,BMW,2016,51746,2.0 Turbo,51000 km
RC F F SPORT,LEXUS,2017,68994,3.5,12800 km
RX 400,LEXUS,2008,8154,3.3,224629 km
Camry,TOYOTA,2012,5175,2.5,121318 km
Passat,VOLKSWAGEN,2012,18503,2.5,75000 km
Forester,SUBARU,2014,549,2,72613 km
Captiva,CHEVROLET,2011,19482,2.2,106000 km
Elantra,HYUNDAI,2011,17158,1.6,157827 km
Passat,VOLKSWAGEN,2004,12074,4,59439 km
Elantra,HYUNDAI,2016,20855,1.6,31780 km
Q5,AUDI,2016,47042,2,56240 km
H1,HYUNDAI,2014,27924,2.5,174485 km
Versa,NISSAN,2012,8467,1.8,165758 km
H3,HUMMER,2006,24618,3.5,185482 km
E 240,MERCEDES-BENZ,2002,6272,2.6,312000 km
Prius,TOYOTA,2008,2901,1.5,246629 km
Prius,TOYOTA,2012,20385,1.8 Turbo,59000 km
RX 450,LEXUS,2011,188,3.5,101816 km
Altima,NISSAN,2015,470,2.5,160795 km
Mondeo,FORD,2004,6899,2.2 Turbo,230000 km
ML 350,MERCEDES-BENZ,2010,26657,3.5,160000 km
S 500,MERCEDES-BENZ,2001,14113,5,160000 km
C-MAX,FORD,2013,20385,2,74000 km
S 430,MERCEDES-BENZ,2000,9408,4.3,0 km
ML 350,MERCEDES-BENZ,2012,1725,4.6,180659 km
GX 460,LEXUS,2015,706,4.6,102907 km
SX4,SUZUKI,2013,11604,2,250000 km
Sonata,HYUNDAI,2015,10976,2,311337 km
Elantra,HYUNDAI,2015,25889,1.6,117000 km
Camry,TOYOTA,2013,314,2.5,225510 km
Astra,OPEL,2000,7370,1.6,228982 km
X5,BMW,2012,220,3,273962 km
Camry,TOYOTA,2012,4077,2.5,214098 km
Santa FE,HYUNDAI,2015,55638,2,36819 km
Fusion,FORD,2015,23521,1.5 Turbo,60000 km
E 350,MERCEDES-BENZ,2012,9565,3,171221 km
Tiguan,VOLKSWAGEN,2014,25089,2.0 Turbo,155000 km
Aqua,TOYOTA,2012,8781,1.5,102000 km
E 300,MERCEDES-BENZ,2017,314,2,26802 km
535 i,BMW,2007,17876,3.0 Turbo,230000 km
Insight,HONDA,2010,9408,1.3,149000 km
E 350,MERCEDES-BENZ,2010,12388,3.5,189530 km
RX 450,LEXUS,2011,44846,3.5,114000 km
Camry,TOYOTA,2019,251,2.5,39552 km
Stream,HONDA,2004,6899,1.7,0 km
GX 460,LEXUS,2012,54568,4.6,255406 km
Prius,TOYOTA,2010,15994,1.8,184000 km
FIT GP-5,HONDA,2014,15053,1.5,130000 km
Sonata,HYUNDAI,2016,15681,2,314772 km
KA,FORD,2001,3450,1.3,74000 km
Volt,CHEVROLET,2017,26030,1.5,52062 km
Passat,VOLKSWAGEN,1996,1200,2,3018 km
Sienna,TOYOTA,2017,941,3.5,50243 km
REXTON,SSANGYONG,2015,49751,2,62575 km
S 500,MERCEDES-BENZ,1939,157,2.4,126000 km
Transit,FORD,1998,19130,2.5,270000 km
H1,HYUNDAI,2014,30750,2.5,146216 km
Vitz,TOYOTA,2006,9408,1.5,115000 km
Camry,TOYOTA,2014,784,2.5,102397 km
X5 M packet,BMW,2011,32302,4.4 Turbo,170000 km
Highlander,TOYOTA,2009,784,3.3,472304 km
Prius,TOYOTA,2013,20071,1.8,102400 km
500,FIAT,2012,10976,1.4,127520 km
GX 470,LEXUS,2010,40142,4.6,357246 km
Golf GTI,VOLKSWAGEN,2016,7527,2,113600 km
Land Cruiser Prado,TOYOTA,2019,250,3.0 Turbo,37000 km
Elantra,HYUNDAI,2016,27654,1.6,87510 km
Actyon,SSANGYONG,2016,39499,1.6,45482 km
300,CHRYSLER,2004,9408,3,168000 km
Kangoo Waggon,RENAULT,2009,10976,1.5 Turbo,160000 km
Elantra,HYUNDAI,2016,7683,1.8,121840 km
Compass,JEEP,2011,27174,2.4,97277 km
C 200,MERCEDES-BENZ,2008,21400,2.2,232000 km
Cruze,CHEVROLET,2011,12544,1.4 Turbo,72000 km
Legacy B4,SUBARU,2006,10349,2,215000 km
Corolla,TOYOTA,2019,15000,1.5,22000 km
Insight,HONDA,2010,549,1.3,245070 km
E 300,MERCEDES-BENZ,2017,470,2,35874 km
Ceed,KIA,2009,12858,1.4,15675 km
Forester,SUBARU,2012,14740,2.5,169000 km
REXTON,SSANGYONG,2011,25889,2,83667 km
Captiva,CHEVROLET,2007,8311,2,63558 km
E-pace,JAGUAR,2018,125444,2.0 Turbo,22720 km
MPV,MAZDA,2004,8467,2.3,0 km
Tucson,HYUNDAI,2016,45542,2,88585 km
Prius,TOYOTA,2007,10663,1.5,216000 km
X5,BMW,2004,100,3.0 Turbo,77000 km
Elantra,HYUNDAI,2010,11992,1.6,124900 km
VOXY,TOYOTA,2002,10976,2.0 Turbo,160550 km
Elantra,HYUNDAI,2013,28830,1.6,56764 km
Prius,TOYOTA,2006,7840,1.5,0 km
CTS,CADILLAC,2011,392,3,260128 km
XV,SUBARU,2015,706,2,111285 km
FIT,HONDA,2014,17327,1.5,121000 km
Camry,TOYOTA,2013,5018,2.5,190549 km
Malibu,CHEVROLET,2012,25456,2,135965 km
Jetta SE,VOLKSWAGEN,2016,15994,1.4,93521 km
X1,BMW,2015,43902,2.0 Turbo,153000 km
Zafira,OPEL,2005,14113,1.6,155000 km
Elantra,HYUNDAI,2018,5018,2,61398 km
E 300,MERCEDES-BENZ,2017,3450,2,50930 km
Transit,FORD,1996,11917,2.5,5451812 km
Juke,NISSAN,2017,27284,1.6 Turbo,47533 km
Elantra,HYUNDAI,2011,17484,1.6,128147 km
Sonata,HYUNDAI,2010,26180,2,51476 km
E 350,MERCEDES-BENZ,2014,68994,3.5,42774 km
Civic,HONDA,1998,6586,1.4,152000 km
Santa FE,HYUNDAI,2013,41193,2,120456 km
Elantra,HYUNDAI,2010,12585,1.6,128965 km
ML 320,MERCEDES-BENZ,2007,12231,3.2 Turbo,0 km
Explorer,FORD,1994,3136,4,272000 km
Passat,VOLKSWAGEN,2013,16308,2.5,96000 km
E 220,MERCEDES-BENZ,2003,15053,2.2 Turbo,370000 km
325,BMW,2000,10349,2.5,200000 km
Tiida,NISSAN,2006,8500,1.5,134000 km
Sprinter 314,MERCEDES-BENZ,2005,18817,2.3,444444 km
Jetta,VOLKSWAGEN,2014,17249,1.8,1000 km
Prius,TOYOTA,2007,11290,1.4,264000 km
Aqua,TOYOTA,2013,12231,1.5,130000 km
Actyon,SSANGYONG,2018,44752,1.6,11953 km
Ist,TOYOTA,2004,40,1.3,123000 km
Elantra,HYUNDAI,2016,18346,1.6,33553 km
Passat,VOLKSWAGEN,2008,13485,2.0 Turbo,176000 km
Prius,TOYOTA,2014,21169,1.8,76000 km
Civic,HONDA,2013,627,1.5,95822 km
A7,AUDI,2014,9565,3,191373 km
Sonata,HYUNDAI,2016,10036,2,689476 km
Q7,AUDI,2011,2352,3,232554 km
GLA 250,MERCEDES-BENZ,2015,627,2,0 km
X5,BMW,2011,36065,3.5,105000 km
CLS 350 JAPAN,MERCEDES-BENZ,2008,29793,3.5,122600 km
Vitz,TOYOTA,2006,8781,1.3,111000 km
Challenger,DODGE,2016,3293,3.6,126038 km
Explorer,FORD,2016,76029,2.3,90000 km
Transit,FORD,2000,14113,2.5,200000 km
H1,HYUNDAI,2016,32578,2.5,117595 km
E 350,MERCEDES-BENZ,2014,32302,5.5,101424 km
Optima,KIA,2013,12231,2,35008 km
Sonata,HYUNDAI,2015,9252,2,640791 km
Outlander,MITSUBISHI,2012,21326,2.4 Turbo,128000 km
Camry,TOYOTA,2013,3920,2.5,308694 km
Cruze,CHEVROLET,2014,21639,2,101922 km
Sportage,KIA,2008,9408,2,60928 km
X1,BMW,2015,25716,2,97527 km
Focus,FORD,2015,12544,2,72114 km
H1,HYUNDAI,2016,30326,2.5,40877 km
Prius C,TOYOTA,2015,17876,1.5,71300 km
Note,NISSAN,2008,7527,1.5,113111 km
Jetta,VOLKSWAGEN,2002,4234,2,0 km
Fred,HONDA,2012,10000,1.5,145000 km
ES 350,LEXUS,2015,10192,2.5,40386 km
335,BMW,2012,2666,3,92141 km
Civic,HONDA,2019,65817,1.5,14542 km
Elantra,HYUNDAI,2014,18503,1.8,150000 km
Prius s,TOYOTA,2013,20698,1.8,100000 km
Impala,CHEVROLET,2017,35617,2.5,56486 km
Elantra,HYUNDAI,2017,28909,1.6,98000 km
Santa FE,HYUNDAI,2016,47217,2,149476 km
307,PEUGEOT,2003,6899,1.6,84000 km
Passat,VOLKSWAGEN,2014,17249,1.8 Turbo,52000 km
Elantra,HYUNDAI,2011,19384,1.6,127983 km
Camry,TOYOTA,2012,188,2.5,268683 km
Sonata,HYUNDAI,2011,3450,2.4,224349 km
Elantra,HYUNDAI,2012,16778,1.6,41279 km
Prius,TOYOTA,2012,21012,1.8,165000 km
Note,NISSAN,2005,25,1.5,145000 km
Fusion,FORD,2014,862,2,186048 km
FIT,HONDA,2016,15486,1.3,66890 km
Touran,VOLKSWAGEN,2008,18817,2.0 Turbo,154000 km
H1,HYUNDAI,2012,21395,2.5,216000 km
Sonata,HYUNDAI,2016,11290,2,257646 km
Corsa,OPEL,1997,4704,1.4,0 km
Cruze,CHEVROLET,2015,1490,1.4,167317 km
Tucson,HYUNDAI,2018,48867,1.7,52782 km
Volt,CHEVROLET,2014,6586,1.4,112123 km
FIT,HONDA,2003,6743,1.3,134000 km
GX 470,LEXUS,2008,282,4.7,218126 km
Sonata,HYUNDAI,2016,18760,2,245705 km
Sonata,HYUNDAI,2015,14740,2,50534 km
Escape SE,FORD,2017,21796,1.5 Turbo,41092 km
Santa FE,HYUNDAI,2013,26804,2,52326 km
320 Diesel,BMW,2014,37006,2.0 Turbo,159000 km
Highlander,TOYOTA,2008,549,3.3,269013 km
500X,FIAT,2015,24148,2.4,92800 km
ML 350,MERCEDES-BENZ,2006,19601,3.5,180000 km
Prius,TOYOTA,2010,15367,1.8,93000 km
E 350,MERCEDES-BENZ,2010,314,6.2,274771 km
Prius,TOYOTA,2010,13172,1.8,90532 km
Camry,TOYOTA,2012,3136,2.5,159379 km
Santa FE long,HYUNDAI,2017,49864,3.3,44800 km
Prius,TOYOTA,2009,1882,1.5,142426 km
Elantra,HYUNDAI,2013,15681,1.8,41600 km
GX 470,LEXUS,2013,1490,4.6,154115 km
Elantra,HYUNDAI,2015,18189,1.8,17000 km
Golf,VOLKSWAGEN,1997,3763,2,25000 km
Tucson,HYUNDAI,2017,59338,1.6,35477 km
Sonata,HYUNDAI,2014,8386,2,565573 km
Korando,SSANGYONG,2011,21768,2,119315 km
Optima,KIA,2014,24148,2.4,66000 km
Grand Vitara,SUZUKI,2000,6899,2.5,348800 km
UP,VOLKSWAGEN,2013,6899,1,44333 km
Korando,SSANGYONG,2015,28532,2,145572 km
H1,HYUNDAI,2014,27921,2.5,184700 km
Spark,CHEVROLET,2012,6272,1,75407 km
Gentra,DAEWOO,2009,3763,1.6,91930 km
Fiesta,FORD,2017,18189,1.6,53000 km
H1,HYUNDAI,2014,32772,2.5,50877 km
Vitz,TOYOTA,2007,10976,1.3,145000 km
Jetta,VOLKSWAGEN,2015,17876,2.0 Turbo,49656 km
Sprinter,MERCEDES-BENZ,2005,15681,2.2 Turbo,500000 km
500,FIAT,2013,549,1.4,170459 km
Camry se,TOYOTA,2013,23521,2.5,145000 km
E 350,MERCEDES-BENZ,2013,5802,3.5,107800 km
Camry,TOYOTA,2015,27284,2.5,80000 km
Elantra,HYUNDAI,2012,13589,1.6,162911 km
X5,BMW,2009,6429,3,262072 km
Captiva,CHEVROLET,2011,13799,2.2,148076 km
Prius,TOYOTA,2010,15524,1.8,124000 km
Transit Connect,FORD,2012,13799,1.8 Turbo,143560 km
Optima,KIA,2012,8781,2,46208 km
Avalon,TOYOTA,2018,62095,3,80000 km
Camry,TOYOTA,2013,3763,2.5,124912 km
E 350,MERCEDES-BENZ,2010,470,3.5,229904 km
Sonata,HYUNDAI,2010,8006,2,66760 km
Elantra,HYUNDAI,2013,706,1.8,230746 km
Yaris,TOYOTA,2019,1960,1.5,0 km
Optima,KIA,2012,8781,2,46208 km
CC,VOLKSWAGEN,2013,18189,2,134400 km
Santa FE,HYUNDAI,2012,2038,3.5,258493 km
ML 350,MERCEDES-BENZ,2004,13328,3.7,136000 km
Tiida,NISSAN,2006,7840,1.5,143000 km
525,BMW,1997,8467,2.5,111111 km
Colt,MITSUBISHI,2006,7840,1.3 Turbo,235000 km
Veloster,HYUNDAI,2019,31047,2,12000 km
Forester,SUBARU,2003,4000,2.5,1000 km
Sonic LT,CHEVROLET,2013,7527,1.4 Turbo,190460 km
Tucson SE,HYUNDAI,2017,26500,2,46932 km
Captiva,CHEVROLET,2007,6586,2,74588 km
Prius C,TOYOTA,2013,17249,1.5,90000 km
Korando,SSANGYONG,2016,26149,2.2,105344 km
FIT,HONDA,2014,9408,1.3,139000 km
Sonata,HYUNDAI,2015,5175,2,537500 km
Viano,MERCEDES-BENZ,2010,40142,2.2 Turbo,177000 km
Captiva,CHEVROLET,2015,36774,2.2,92825 km
Actyon,SSANGYONG,2016,40064,1.6,48536 km
FIT,HONDA,2014,11290,1.5,60000 km
H1 grandstarex,HYUNDAI,2011,31361,2.5,77000 km
Sportage PRESTIGE,KIA,2015,47038,2.0 Turbo,34000 km
QX56,INFINITI,2006,18817,5.6,219200 km
E 350,MERCEDES-BENZ,2011,13172,5.5,325811 km
Outback,SUBARU,2019,3450,2.5,15480 km
Vectra,OPEL,2000,6115,1.8,240000 km
Airtrek,MITSUBISHI,2001,8900,2,190000 km
GLE 350,MERCEDES-BENZ,2016,549,3.5,91493 km
Sonata,HYUNDAI,2015,10976,2,662021 km
Sonata,HYUNDAI,2012,282,2.4,93816 km
500,FIAT,2013,4391,1.4,107054 km
Cr-v,HONDA,2012,25089,2.4,87792 km
XV,SUBARU,2013,2744,2,108259 km
Sprinter,MERCEDES-BENZ,2012,150,3.2 Turbo,200000 km
Passat,VOLKSWAGEN,2000,6272,2.8,250000 km
Golf,VOLKSWAGEN,1997,5645,1.4,220000 km
E 350,MERCEDES-BENZ,2010,314,6.2,274771 km
Skyline 4WD,NISSAN,2004,6272,2.5,156000 km
X5,BMW,2016,25716,3,0 km
Protege,MAZDA,2001,3800,1.6,11111111 km
Sonata,HYUNDAI,2015,94,2.4,261928 km
Highlander,TOYOTA,2008,941,3.3,226094 km
E 350,MERCEDES-BENZ,2014,32302,5.5,101424 km
Will Chypa,TOYOTA,2002,6899,1.3,102000 km
535,BMW,2015,43905,3.0 Turbo,7800 km
Vito,MERCEDES-BENZ,2014,65858,2.2,120000 km
E 350,MERCEDES-BENZ,2013,38574,3.5,143000 km
E 350,MERCEDES-BENZ,2013,42337,3.5,150000 km
C 320 AMG,MERCEDES-BENZ,2004,11290,3.2,100000 km
E 350,MERCEDES-BENZ,2009,314,3.5,266061 km
Ceed,KIA,2007,10192,1.6,1000 km
Forester,SUBARU,2012,314,2.5,204579 km
Camaro,CHEVROLET,2011,7527,3.6,168350 km
Elantra,HYUNDAI,2015,16568,1.6,100535 km
Santa FE,HYUNDAI,2015,53580,2.2,143470 km
RAV 4,TOYOTA,2012,5959,2.5,159901 km
C 300,MERCEDES-BENZ,2014,34497,3.5,100358 km
S40,VOLVO,2001,3500,2,133502 km
225,BMW,1999,9408,2.5,250000 km
Prius,TOYOTA,2010,1803,1.8,258909 km
H1,HYUNDAI,2012,17719,2.5,52600 km
Cooper S Cabrio,MINI,2013,627,1.6,134035 km
I30,HYUNDAI,2008,8006,1.6,62444 km
Transit,FORD,2000,11917,2.3,300000 km
Juke,NISSAN,2012,15367,1.6 Turbo,139200 km
Encore,BUICK,2015,20385,1.4,58000 km
Aqua,TOYOTA,2017,42933,1.5,50909 km
RAM 1500,DODGE,2000,28225,5.9,60800 km
Prius,TOYOTA,2012,784,1.8,174285 km
FIT,HONDA,2016,18817,1.5,49600 km
VOXY,TOYOTA,2003,9408,2,200000 km
Aqua,TOYOTA,2013,15988,1.5,88777 km
Sonata,HYUNDAI,2016,37984,2,101200 km
Sprinter,MERCEDES-BENZ,2009,25089,2.2 Turbo,327000 km
Camry SE,TOYOTA,2014,26657,2.5,128320 km
Prius,TOYOTA,2013,157,1.8,321616 km
Prius,TOYOTA,2008,14113,1.5,95520 km
Camry,TOYOTA,2014,23521,2.5,147845 km
Spark,CHEVROLET,2018,13322,1,62499 km
GX 460,LEXUS,2015,314,4.6,102907 km
Highlander,TOYOTA,2008,627,3.3,277405 km
Swift,SUZUKI,2005,2300,1.3,23000000 km
H1,HYUNDAI,2008,13454,2.5,93281 km
Highlander,TOYOTA,2010,1725,3.3,226198 km
Tucson,HYUNDAI,2016,45473,1.7 Turbo,25000 km
Santa FE,HYUNDAI,2013,30351,2,149038 km
Santa FE,HYUNDAI,2016,43416,2.2,137986 km
Camry,TOYOTA,2019,392,2.5,12336 km
FIT,HONDA,2015,11726,1.5,102528 km
Prius,TOYOTA,2012,19444,1.8,137000 km
C 220,MERCEDES-BENZ,2010,28225,2.2 Turbo,0 km
Elantra,HYUNDAI,2016,25716,2,45500 km
T3 0000,VOLKSWAGEN,1985,1300,1.7,0 km
E 320,MERCEDES-BENZ,2001,10349,3.2,0 km
Superb,SKODA,2011,18817,1.8 Turbo,222000 km
Elantra,HYUNDAI,2013,19000,1.8,95000 km
Jetta,VOLKSWAGEN,2013,12544,2,112000 km
RX 350,LEXUS,2009,36065,3.5,155200 km
Sonata,HYUNDAI,2015,392,2.4,77830 km
ML 350,MERCEDES-BENZ,2012,1725,4.6,180659 km
H1,HYUNDAI,2016,36899,2.5,110169 km
Mirage,MITSUBISHI,2012,7213,1,111111 km
Elantra,HYUNDAI,2010,15367,1.8,230400 km
Prius,TOYOTA,2012,3450,1.8,35083 km
E 320,MERCEDES-BENZ,2003,16308,3.2,160986 km
CT 200h,LEXUS,2016,9565,1.8,71904 km
Passat,VOLKSWAGEN,2014,25089,1.8 Turbo,68000 km
Focus,FORD,2015,14113,2,54000 km
Aqua,TOYOTA,2013,14113,1.5,100000 km
Liberty,JEEP,2003,10663,3.7,216000 km
Camry,TOYOTA,2007,14740,2.4,348800 km
Fusion,FORD,2015,314,2,91760 km
Accord,HONDA,2019,6429,1.5,4088 km
REXTON,SSANGYONG,2012,29094,2,78732 km
Tucson,HYUNDAI,2011,19312,2,199660 km
H1,HYUNDAI,2017,44843,2.5,105743 km
Note,NISSAN,2005,30,1.5,117000 km
Captiva,CHEVROLET,2015,32744,2,48294 km
E 350,MERCEDES-BENZ,2013,150,3.5 Turbo,160000 km
Sonata,HYUNDAI,2016,11290,2,256355 km
318,BMW,1995,4077,1.8,285000 km
Note,NISSAN,2007,8467,1.5,138000 km
Sonata,HYUNDAI,2014,11604,2,432435 km
F-pace,JAGUAR,2017,14269,2,50531 km
Actyon,SSANGYONG,2016,42400,1.6,75300 km
Prius,TOYOTA,2008,11917,1.5,190000 km
X6,BMW,2008,40142,3.5 Turbo,139452 km
Mirage,MITSUBISHI,2014,7056,1,10000 km
428,BMW,2014,56450,2.0 Turbo,110000 km
Camry,TOYOTA,2014,23521,2.5,167680 km
Sonata,HYUNDAI,2016,15681,2,276546 km
Lancer,MITSUBISHI,2009,17249,2,124000 km
Elantra,HYUNDAI,2012,16621,1.8,83000 km
C5,CITROEN,2001,1700,2,255000 km
RX 350,LEXUS,2016,47,3.5,65981 km
FIT,HONDA,2005,94,1.3,0 km
Prius,TOYOTA,2007,14113,1.5,0 km
H1,HYUNDAI,2014,34108,2.5,97010 km
4Runner,TOYOTA,2011,54882,4,137600 km
Jetta,VOLKSWAGEN,2014,941,1.8,69248 km
Volt,CHEVROLET,2014,220,1.4,110958 km
RAV 4,TOYOTA,2017,45473,2.5,17600 km
Sonata,HYUNDAI,2011,12544,2.4,98000 km
Cruze,CHEVROLET,2014,16766,1.8,59532 km
CX-9,MAZDA,2012,31,3.7,291840 km
Sonata,HYUNDAI,2016,10036,2,513137 km
macan S,PORSCHE,2015,103178,3.0 Turbo,82500 km
Elantra,HYUNDAI,2009,6272,1.6,53256 km
Sonata,HYUNDAI,2015,15367,2,51274 km
Megane 1.9CDI,RENAULT,2008,14583,1.9 Turbo,168974 km
Genesis,HYUNDAI,2010,16621,3.8,151977 km
Sonata,HYUNDAI,2015,13485,2,30363 km
Tucson,HYUNDAI,2010,22947,2,199356 km
Camry,TOYOTA,2013,22580,2.5,166720 km
X5,BMW,2003,15681,3.0 Turbo,280000 km
Camry,TOYOTA,2019,3450,2.5,9626 km
C 240,MERCEDES-BENZ,2001,9722,2.6,20017 km
Impala,CHEVROLET,2012,3293,3.6,128195 km
Aqua,TOYOTA,2012,13799,1.5,96000 km
Prius,TOYOTA,2010,14113,1.8,123270 km
March,NISSAN,2013,16838,1.2,59000 km
E 300,MERCEDES-BENZ,2017,22580,2,50930 km
Santa FE,HYUNDAI,2017,57526,2,40950 km
CLS 55 AMG,MERCEDES-BENZ,2019,87027,3,0 km
Juke,NISSAN,2013,20385,1.6,62000 km
Vitz,TOYOTA,2010,6586,1,39000 km
535,BMW,2013,627,3,195941 km
Prius,TOYOTA,2010,18503,1.8,141000 km
Elantra,HYUNDAI,2012,19676,1.6,152000 km
Odyssey,HONDA,2005,7527,2.4,225000 km
Camry,TOYOTA,2018,18817,2.5,35058 km
Cruze,CHEVROLET,2009,6272,1.6,66444 km
HS 250h,LEXUS,2010,706,2.4,275654 km
Transit,FORD,2005,15681,2.4 Turbo,176000 km
Sonata,HYUNDAI,2012,470,2.4,202864 km
E 350,MERCEDES-BENZ,2012,1646,3.5,240987 km
Vectra,OPEL,1997,5331,1.6,2000 km
Transit,FORD,2003,12544,2.0 Turbo,300000 km
S 500,MERCEDES-BENZ,2001,15681,5,220000 km
Volt,CHEVROLET,2014,314,1.4,131893 km
Elantra,HYUNDAI,2012,20005,1.6,107179 km
Tundra,TOYOTA,2014,3293,5.7,0 km
Tucson,HYUNDAI,2016,43626,1.7,122856 km
Astra,OPEL,2000,8467,1.6,131000 km
CX-9,MAZDA,2011,549,3.7,134157 km
Tiida,NISSAN,2007,8781,1.5,150300 km
Serena,NISSAN,2002,8781,2,175000 km
EX37,INFINITI,2012,31361,3.3,52000 km
E 220 W210...CDI,MERCEDES-BENZ,2002,16725,2.0 Turbo,228000 km
Fusion,FORD,2015,2666,2,100747 km
Camry,TOYOTA,2014,21950,2.5,92000 km
Jetta,VOLKSWAGEN,2009,10349,2.5,166400 km
Sonata,HYUNDAI,2011,188,2.4,108826 km
Captiva,CHEVROLET,2015,35617,2,123843 km
Aqua,TOYOTA,2012,21893,1.5,58600 km
Fusion,FORD,2013,1646,2,174619 km
S 600,MERCEDES-BENZ,1992,9408,3.7,123000 km
Camry,TOYOTA,2013,314,2.5,225510 km
Santa FE,HYUNDAI,2015,53872,2,48484 km
Camry,TOYOTA,2012,22580,2.5,13800 km
Elantra,HYUNDAI,2016,19444,1.8,75200 km
Camry,TOYOTA,2014,13956,2.5,266000 km
1000,MAZDA,2015,1176,2.5,142800 km
GX 460,LEXUS,2012,157,4.6,189704 km
Prius,TOYOTA,2010,3293,1.8,159382 km
Aqua,TOYOTA,2013,15530,1.5,123700 km
Camry,TOYOTA,2013,5018,2.5,190549 km
FIT,HONDA,2013,22473,1.5,55000 km
C 250,MERCEDES-BENZ,2012,20100,1.8,96432 km
Aqua,TOYOTA,2013,25089,1.5,83362 km
A3,AUDI,2012,2587,2,174966 km
Jetta სასწაფოდ,VOLKSWAGEN,2011,13485,2.5,134400 km
E 350,MERCEDES-BENZ,2013,5802,3.5,107800 km
Corvette,CHEVROLET,2011,14740,1.8,117000 km
Malibu,CHEVROLET,2017,23521,1.5 Turbo,53000 km
Transit,FORD,1992,3607,2.5,1000 km
Optima,KIA,2013,21639,2.4,109000 km
Aqua,TOYOTA,2012,7919,1.5,163312 km
GLK 250,MERCEDES-BENZ,2015,13015,2.1,199189 km
Fusion,FORD,2013,282,2,174619 km
Elantra,HYUNDAI,2012,19707,1.6,97000 km
Elantra,HYUNDAI,2012,13589,1.6,162911 km
Aqua,TOYOTA,2015,28015,1.5,122637 km
Minica,MITSUBISHI,2000,1550,0.7,48000 km
Mustang,FORD,2016,43905,2.3 Turbo,85000 km
Camry,TOYOTA,2014,5488,2.5,109798 km
Elantra,HYUNDAI,2017,1019,1.6,25635 km
Sprinter 316 CDI,MERCEDES-BENZ,2013,47042,2.2 Turbo,220000 km
Prius,TOYOTA,2013,23207,1.8,71244 km
Prius C,TOYOTA,2013,17876,1.5,65000 km
FIT,HONDA,2011,12544,1.3,120521 km
RX 450,LEXUS,2010,314,3.5,382746 km
Volt,CHEVROLET,2012,11604,1.4,0 km
Santa FE,HYUNDAI,2016,53154,2,99000 km
Grandeur,HYUNDAI,2015,17719,2,81125 km
